127.0.0.1 - - [06/Mar/2024:08:51:16 +0900] "GET / HTTP/1.1" 200 1621
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:17 +0900] "GET / HTTP/1.1" 200 1621
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:17 +0900] "GET /resources/js/strartPage_SpotifyAPI.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:17 +0900] "GET /favicon.ico HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:31 +0900] "GET /mml/main/%EC%84%B1%EC%8B%9C%EA%B2%BD HTTP/1.1" 200 5122
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:31 +0900] "GET /resources/js/spotifyAPI.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:32 +0900] "POST /mml/token HTTP/1.1" 200 115
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:35 +0900] "POST /mml/search/artists HTTP/1.1" 200 4415
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:35 +0900] "POST /mml/search/albums HTTP/1.1" 200 14844
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:35 +0900] "POST /mml/info/album HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:35 +0900] "POST /mml/search/tracks HTTP/1.1" 200 34168
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:55 +0900] "POST /mml/info/album HTTP/1.1" 200 187
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:51:56 +0900] "POST /mml/info/album HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:00 +0900] "POST /mml/info/album HTTP/1.1" 200 193
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:02 +0900] "POST /mml/info/album HTTP/1.1" 200 189
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:05 +0900] "POST /mml/info/album HTTP/1.1" 200 189
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:07 +0900] "POST /mml/info/album HTTP/1.1" 200 185
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:10 +0900] "POST /mml/info/album HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:13 +0900] "POST /mml/info/album HTTP/1.1" 200 173
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:15 +0900] "POST /mml/info/album HTTP/1.1" 200 177
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:19 +0900] "POST /mml/info/artist HTTP/1.1" 200 155
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:24 +0900] "POST /mml/info/track HTTP/1.1" 200 236
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:26 +0900] "POST /mml/info/track HTTP/1.1" 200 224
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:28 +0900] "POST /mml/info/track HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:44 +0900] "POST /mml/info/track HTTP/1.1" 200 227
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:52:45 +0900] "POST /mml/info/track HTTP/1.1" 200 234
0:0:0:0:0:0:0:1 - - [06/Mar/2024:08:53:42 +0900] "GET /mml/main/%EC%84%B1%EC%8B%9C%EA%B2%BD HTTP/1.1" 200 5122
